INSTNM,CITY,STABBR,ZIP,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG_ALL,COSTT4_A,RET_FT4,DEBT_MDN,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,AccredAgency
Universal Technology College of Puerto Rico,Aguadilla,PR,603,2,18.4249,-67.1491,NULL,NULL,NULL,0,NULL,1260,0,0,1,0,0,0,Accrediting Commission of Career Schools and Colleges | Accrediting Council for Independent Colleges and Schools
Academy of Hair Technology,Greenville,SC,29615-2363,3,34.8727,-82.3308,NULL,NULL,NULL,NULL,5650,84,0.8095,0.0595,0.0357,0.0952,0,0,National Accrediting Commission of Career Arts and Sciences
Mr Wayne's School of Unisex Hair Design,Cookeville,TN,38501,3,36.1604,-85.5135,NULL,NULL,NULL,NULL,8167,37,0.8919,0.0811,0.027,0,0,0,Accrediting Commission of Career Schools and Colleges
Southern Institute of Cosmetology,Memphis,TN,38118-3239,3,35.0635,-89.907,NULL,NULL,NULL,NULL,7667,30,0,1,0,0,0,0,National Accrediting Commission of Career Arts and Sciences
Queen City College,Clarksville,TN,37042,3,36.5735,-87.4087,NULL,NULL,NULL,NULL,4750,119,0.2353,0.6555,0.084,0.0168,0,0,Council on Occupational Education
College of the Marshall Islands,Majuro,MH,96960,1,7.1027,171.3784,0.7367,NULL,8323,NULL,NULL,988,0.003,0,0,0.0071,0,0.9899,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges
American National College,South Houston,TX,77587-3714,3,29.6655,-95.211,NULL,NULL,NULL,NULL,6133,102,0.4216,0.2353,0.3333,0,0,0,National Accrediting Commission of Career Arts and Sciences
ITT Technical Institute-San Antonio,San Antonio,TX,78249-3303,3,29.5534,-98.5934,0.9303,NULL,26492,0,14656.5,585,0.241,0.135,0.5231,0.0239,0.0034,0.0017,NULL
Remington College-Fort Worth Campus,Fort Worth,TX,76112-1225,2,32.776,-97.2136,0.8558,NULL,27701,NULL,9500,408,0.3064,0.2794,0.3529,0.0221,0.0025,0.0025,Accrediting Commission of Career Schools and Colleges
University of Cosmetology Arts & Sciences-San Antonio Jamar,San Antonio,TX,78226,3,29.3913,-98.5606,NULL,NULL,NULL,NULL,4196,35,0.0571,0.0571,0.8857,0,0,0,National Accrediting Commission of Career Arts and Sciences
School of Automotive Machinists,Houston,TX,77055-1803,3,29.8044,-95.4759,0.8889,NULL,NULL,NULL,12000,156,0.7051,0.1282,0.109,0.0128,0,0.0064,Accrediting Commission of Career Schools and Colleges
SW School of Business and Technical Careers-Cosmetology,San Antonio,TX,78212-1901,3,29.4571,-98.499,NULL,NULL,NULL,NULL,PrivacySuppressed,59,0.2034,0.0339,0.7119,0.0508,0,0,Council on Occupational Education
SW School of Business and Technical Careers,Eagle Pass,TX,78852-4859,3,28.7079,-100.506,NULL,NULL,NULL,NULL,PrivacySuppressed,68,0.0735,0.0735,0.8529,0,0,0,Council on Occupational Education
Texas College of Cosmetology-Abilene,Abilene,TX,79605,3,32.4485,-99.7471,NULL,NULL,NULL,NULL,NULL,82,0.6951,0.0488,0.2195,0.0366,0,0,National Accrediting Commission of Career Arts and Sciences
Vista College-Online,Clearfield,UT,84015,3,41.093,-111.9886,NULL,NULL,NULL,NULL,9500,207,0.3768,0.2367,0.2464,0,0.0193,0.0048,Accrediting Commission of Career Schools and Colleges
Centura College-Newport News,Newport News,VA,23608,3,37.1393,-76.5181,NULL,NULL,28639,NULL,18750,138,0.1812,0.6304,0.087,0.0145,0.0145,0,Accrediting Commission of Career Schools and Colleges
Centura College-Norfolk,Norfolk,VA,23518-4833,3,36.9084,-76.2326,NULL,NULL,27455,NULL,18750,260,0.1538,0.7077,0.0615,0.0038,0,0,Accrediting Commission of Career Schools and Colleges
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,23456-2499,1,36.7409,-76.0737,0.625,NULL,NULL,NULL,NULL,30,0.4,0.3667,0.0333,0.0333,0,0,NULL
Northwest College of Art & Design,Poulsbo,WA,98370,3,47.7109,-122.6042,0.8235,NULL,31639,0.6429,26625,94,0.5957,0.0213,0.117,0.0213,0.0532,0.0106,Accrediting Commission of Career Schools and Colleges
University of Washington-Bothell Campus,Bothell,WA,98011-8246,1,47.7607,-122.1915,0.7568,1203,22800,0.7861,14793.5,4077,0.4623,0.0503,0.0831,0.2443,0.0056,0.0091,NULL
University of Washington-Tacoma Campus,Tacoma,WA,98402-3100,1,47.245,-122.4375,0.8523,1203,22185,0.7771,14793.5,3587,0.4706,0.068,0.0934,0.1603,0.0123,0.0162,NULL
Huntington School of Beauty Culture-Main Campus,Huntington,WV,25705-2030,3,38.4114,-82.3422,NULL,NULL,NULL,NULL,PrivacySuppressed,125,0.864,0.032,0.008,0.056,0.024,0,National Accrediting Commission of Career Arts and Sciences
Valley College-Beckley,Beckley,WV,25801,3,37.7914,-81.2206,NULL,NULL,32516,NULL,8939.5,223,0.7668,0.1883,0.0179,0.0045,0.0045,0,Accrediting Council for Independent Colleges and Schools
Valley College-Martinsburg,Martinsburg,WV,25404-6203,3,39.4875,-77.9583,NULL,NULL,NULL,NULL,9453,55,0.7636,0.1636,0.0364,0,0.0182,0,Accrediting Council for Independent Colleges and Schools
Valley College-Princeton,Princeton,WV,24740,3,37.3693,-81.0914,NULL,NULL,NULL,NULL,8737.5,66,0.8788,0.1061,0,0,0,0,Accrediting Council for Independent Colleges and Schools
Bellus Academy-Poway,Poway,CA,92064,3,32.9565,-117.0427,NULL,NULL,NULL,NULL,8769,372,0.5054,0.0269,0.1855,0.0403,0.0269,0.0161,National Accrediting Commission of Career Arts and Sciences
Capstone College,Van Nuys,CA,91402,3,34.2201,-118.4503,NULL,NULL,NULL,NULL,6090,50,0.26,0.06,0.58,0.1,0,0,Accrediting Council for Continuing Education and Training
Central Coast College,Salinas,CA,93901-3301,3,36.6696,-121.6556,0.6454,NULL,NULL,NULL,5603,233,0.0644,0.0086,0.7854,0.0215,0,0,Accrediting Council for Continuing Education and Training
ITT Technical Institute-Torrance,Torrance,CA,90502,3,33.8491,-118.2905,0.9357,NULL,24989,NULL,14656.5,457,0.105,0.2495,0.477,0.1094,0.0066,0,NULL
Pacific College of Oriental Medicine-San Diego,San Diego,CA,92108-4407,3,32.778,-117.161,NULL,NULL,24166,NULL,13000,124,0.5,0.0806,0.1855,0.0806,0.0161,0.0081,Accreditation Commission for Acupuncture and Oriental Medicine | Accrediting Commission of Career Schools and Colleges | Western Association of Schools and Colleges Senior College and University Commission
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,33605,3,27.9514,-82.4035,NULL,NULL,NULL,NULL,6625,198,0.1667,0.5606,0.2727,0,0,0,National Accrediting Commission of Career Arts and Sciences
National Aviation Academy of Tampa Bay,Clearwater,FL,33760,3,27.8939,-82.7212,NULL,NULL,NULL,NULL,22357,692,0.578,0.1127,0.211,0.0318,0.0058,0.0072,Council on Occupational Education
Sanford-Brown Institute-Tampa,Tampa,FL,33610-5428,3,27.993,-82.39,NULL,NULL,21842,NULL,9500,317,0.0631,0.0599,0.0189,0.0032,0.0032,0,NULL
Cain's Barber College Inc,Chicago,IL,60615-3510,3,41.8018,-87.6173,NULL,NULL,NULL,NULL,3500,85,0,0.9647,0.0353,0,0,0,Accrediting Commission of Career Schools and Colleges
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,13478-0168,1,43.1408,-75.5603,NULL,NULL,NULL,NULL,5500,51,0.7255,0.1961,0.0588,0,0.0196,0,NULL
Astrodome Career Centers,Houston,TX,77054,3,29.6794,-95.4208,NULL,NULL,NULL,NULL,3167,46,0.0217,0.1087,0.8696,0,0,0,Council on Occupational Education
Center for Advanced Legal Studies,Houston,TX,77098-4151,3,29.7321,-95.4191,0.3333,NULL,NULL,NULL,12335,125,0.448,0.224,0.296,0.024,0,0,Council on Occupational Education
Houston Training School-Main Campus,Houston,TX,77026,3,29.7729,-95.2442,NULL,NULL,NULL,NULL,1313,177,0,0.113,0.887,0,0,0,Council on Occupational Education
Remington College-Houston Campus,Houston,TX,77082,2,29.7299,-95.5782,0.7815,NULL,27522,NULL,9500,354,0.0791,0.4746,0.3644,0.0452,0,0.0028,Accrediting Commission of Career Schools and Colleges
Bay Mills Community College,Brimley,MI,49715,1,46.4546,-84.6071,NULL,NULL,11451,NULL,NULL,514,0.4125,0.0058,0.0039,0.0039,0.5739,0,North Central Association of Colleges and Schools The Higher Learning Commission
Fond du Lac Tribal and Community College,Cloquet,MN,55720-2342,1,46.6888,-92.4441,NULL,NULL,13956,NULL,10500,996,0.6355,0.0843,0.0281,0.004,0.1456,0.001,North Central Association of Colleges and Schools The Higher Learning Commission
Northwest Indian College,Bellingham,WA,98226-9217,1,48.7943,-122.6146,NULL,NULL,11162,0.25,NULL,653,0.023,0.0077,0.0015,0,0.9372,0.0061,Northwest Commission on Colleges and Universities
Marinello Schools of Beauty-Provo,Provo,UT,84604,3,40.263,-111.6647,NULL,NULL,NULL,NULL,7845,79,0.7468,0.0127,0.1392,0.0253,0.0253,0.0127,National Accrediting Commission of Career Arts and Sciences
Provo College,Provo,UT,84601,3,40.2447,-111.6841,NULL,NULL,22982,NULL,14562,307,0.6319,0.0098,0.1564,0.0065,0.0228,0.0195,Accrediting Council for Independent Colleges and Schools
Paul Mitchell the School-Provo,Provo,UT,84606,3,40.2405,-111.6422,NULL,NULL,NULL,NULL,9833,132,0.8258,0.0076,0.053,0.0152,0,0,National Accrediting Commission of Career Arts and Sciences
University of Phoenix-Utah Campus,Salt Lake City,UT,84123-4642,3,40.6538,-111.9045,NULL,NULL,24514,0.4375,18532,958,0.5376,0.0084,0.0877,0.0063,0.0042,0.0104,NULL
